address,retained_20_x,degree_global,retained_15_x,not_retained_15_x,retained_20_y,not_retained_20_x,retained_25_x,not_retained_25_x,retained_30_x,not_retained_30_x,retained_35_x,not_retained_35_x,retained_40_x,not_retained_40_x,retained_45_x,not_retained_45_x,retained_50_x,not_retained_50_x,weighted_degree_global,retained_15_y,not_retained_15_y,retained_20_x,not_retained_20_y,retained_25_y,not_retained_25_y,retained_30_y,not_retained_30_y,retained_35_y,not_retained_35_y,retained_40_y,not_retained_40_y,retained_45_y,not_retained_45_y,retained_50_y,not_retained_50_y,clustering_global,retained_15_x,not_retained_15_x,retained_20_y,not_retained_20_x,retained_25_x,not_retained_25_x,retained_30_x,not_retained_30_x,retained_35_x,not_retained_35_x,retained_40_x,not_retained_40_x,retained_45_x,not_retained_45_x,retained_50_x,not_retained_50_x,betweenness_global,retained_15_y,not_retained_15_y,retained_20,not_retained_20_y,retained_25_y,not_retained_25_y,retained_30_y,not_retained_30_y,retained_35_y,not_retained_35_y,retained_40_y,not_retained_40_y,retained_45_y,not_retained_45_y,retained_50_y,not_retained_50_y,community_size,degree_community,weighted_degree_community,clustering_community,betweenness_community,degree_mean_comm,degree_std_comm,weighted_degree_mean_comm,weighted_degree_std_comm,clustering_mean_comm,clustering_std_comm,betweenness_mean_comm,betweenness_std_comm,cycle_3node_user_count,reciprocal_user_count,cycle_3node_avg_gap_days,reciprocal_avg_gap_days,cyclic_status
0x0d946Aac792Af1102860D48b0b0CEe3B69D847c2,0,0.0011609907120743,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,99.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,9.726048369112284e-06,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2973,2,40.0,0.0,0.0,4.842246888664649,19.429852898163546,1870.74128489741,12078.118271068706,0.3388477409985023,0.425584224538498,0.0004291220397167,0.0042054826140931,,1.0,,0.0009650287384259259,cyclic
0x0d980211E829cc99DF587fa774b597b893113E3c,0,0.0003869969040247,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,150.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2499,1,150.0,0.0,0.0,4.510604241696679,14.894779997434542,2100.224665866346,13485.484495579558,0.2490493125267865,0.3763440658084806,0.0004880876715648,0.0039032754047014,,,,,acyclic
0x0d9E11B296827E016EeD59652a9B43EF0D46962D,0,0.0011609907120743,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,500.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2897,3,500.0,1.0,0.0,6.592336900241629,19.17046558247583,7195.344252675181,32585.73930725987,0.2296100331089244,0.3703063669739445,0.0003907564024553,0.0026768606160134,,1.0,,0.0008815768981481482,cyclic
0x0dA1EF845F5bF6D8c4AC2057aa601dd3180Bb6ff,1,0.0011609907120743,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,104.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0.0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,3629,3,104.0,1.0,0.0,5.942132818958391,45.865413126332655,1936.8898815100576,13483.479361373666,0.4177608750843236,0.4538680499471084,0.0004874768875243,0.0097548798564845,,1.0,,0.001004016388888889,cyclic
0x0dB450c237cBade407C598f85573aD2349cdd482,1,0.0069659442724458,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,21099.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.1583333333333333,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1.663979461277029e-05,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2662,18,21099.0,0.1583333333333333,0.0002320699222764,6.225394440270473,29.968935208657484,2401.872381667919,15066.963380115323,0.5141160900391379,0.4600420089908119,0.0004838757154601,0.0059683377437353,42.0,2.0,41.262001336422166,28.90862953429398,cyclic
0x0dDBd73FbFdff2c2E24d8934871713fe6E3e49bF,0,0.001547987616099,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1357,4,400.0,1.0,0.0,6.757553426676492,16.793980587709584,4280.634546794399,17786.613380988994,0.4452632972137468,0.4388346763061616,0.0012946196104281,0.0089079814088879,6.0,1.0,23.537837257019675,0.7328325474768519,cyclic
0x0dDF547c46673d038814a786eb42B22E5e775Ca9,0,0.0003869969040247,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1154,1,400.0,0.0,0.0,7.492201039861352,14.07317112599388,5310.242634315425,17469.94399961194,0.4212308719793363,0.4176418790607702,0.0007926305555263,0.003190893863898,,,,,acyclic
0x0dE622C01CB4b7F9451CF5BC694C606653469e7e,0,0.0011609907120743,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1.2901804063458222e-07,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2662,3,440.0,0.0,3.03154466752515e-06,6.225394440270473,29.968935208657484,2401.872381667919,15066.963380115323,0.5141160900391379,0.4600420089908119,0.0004838757154601,0.0059683377437353,,1.0,,0.0006773014930555556,cyclic
0x0dF92B2F3A9fCcc82A62efC9d4F9728520ee7180,0,0.0011609907120743,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,500.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1923,3,500.0,1.0,0.0,4.659386375455018,20.012871743438385,2154.0359438377536,15437.67906776825,0.3725933856724794,0.4488066467496989,0.0006185923905106,0.006487254628877,3.0,1.0,,0.0010461745023148147,cyclic
0x0da48422D78b62d20650882890037ae55e0E0f48,0,0.0003869969040247,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2897,1,400.0,0.0,0.0,6.592336900241629,19.17046558247583,7195.344252675181,32585.73930725987,0.2296100331089244,0.3703063669739445,0.0003907564024553,0.0026768606160134,,,,,acyclic
0x0daDB7EE578078e117bdD0Bb8cc7Ab72d5a2239b,0,0.0007739938080495,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,405.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2897,2,405.0,0.0,0.0,6.592336900241629,19.17046558247583,7195.344252675181,32585.73930725987,0.2296100331089244,0.3703063669739445,0.0003907564024553,0.0026768606160134,,1.0,,,cyclic
0x0daF994A171Be6b43b27B604cB6491943f7Bd911,0,0.0011609907120743,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1147,3,440.0,1.0,0.0,5.743679163034002,17.701782126834274,2380.003487358326,10143.507753545398,0.4678691701954433,0.4623422753775169,0.001737500003239,0.0128019210839385,3.0,1.0,23.537491764994215,,cyclic
0x0deC776EcA27236098Af85b7F0BD302e8b53ee4B,0,0.0027089783281733,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,3010.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,3.915830950082704e-06,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2499,6,2960.0,0.4,0.0003029554801977,4.510604241696679,14.894779997434542,2100.224665866346,13485.484495579558,0.2490493125267865,0.3763440658084806,0.0004880876715648,0.0039032754047014,9.0,1.0,31.34437327229456,118.99420673006945,cyclic
0x0df2e0dB73fb935Eb87a66A9c6290D32231e6E4B,0,0.0011609907120743,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2499,3,440.0,1.0,0.0,4.510604241696679,14.894779997434542,2100.224665866346,13485.484495579558,0.2490493125267865,0.3763440658084806,0.0004880876715648,0.0039032754047014,3.0,1.0,47.01833227789352,0.0013697130439814815,cyclic
0x0df502Cad695d6e85837Bbea5E4f3B0B87E04773,0,0.0030959752321981,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,5315.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1428571428571428,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0001774324784323,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2973,7,5278.0,0.2,0.0017026410075322,4.842246888664649,19.429852898163546,1870.74128489741,12078.118271068706,0.3388477409985023,0.425584224538498,0.0004291220397167,0.0042054826140931,6.0,1.0,53.53883724627894,82.03843410943287,cyclic
0x0df7DC98E0e80d56bc5Ea5F212d743a208A997F7,0,0.001547987616099,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,297.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6666666666666666,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,3.074496350638848e-08,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,521,4,297.0,0.6666666666666666,2.988982757768885e-05,3.9616122840690977,18.259835718660344,1173.6804222648752,5771.594667056816,0.2884699454321432,0.4232625474414213,0.0015948724776235,0.0159782777872594,,1.0,,0.000939527650462963,cyclic
0x0df9e34C36913085669F15bc39d698cDCba1cD7b,0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,50.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,478,1,50.0,0.0,0.0,9.648535564853557,14.760772562978042,3247.8828451882846,12594.216919789977,0.3001837130879011,0.3751993439347249,0.0031998549794908,0.0114163853311822,,,,,acyclic
0x0dfAEB3EF7A79ea55c58cFfD855687D386FCd3f6,0,0.001547987616099,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,480.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,3.625117609717344e-08,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2897,4,480.0,0.3333333333333333,3.827370905388684e-06,6.592336900241629,19.17046558247583,7195.344252675181,32585.73930725987,0.2296100331089244,0.3703063669739445,0.0003907564024553,0.0026768606160134,,1.0,,0.0008517876851851851,cyclic
0x0e040ecAaeA41e1a0752e280382FEb64aFc4dAD0,0,0.0007739938080495,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,510.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2499,2,510.0,1.0,0.0,4.510604241696679,14.894779997434542,2100.224665866346,13485.484495579558,0.2490493125267865,0.3763440658084806,0.0004880876715648,0.0039032754047014,,,,,acyclic
0x0e06147fD5d1405E98f919f318e9dDa6b88EaE76,0,0.0011609907120743,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,880.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,5.311373411212902e-06,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,3629,3,880.0,0.0,4.5546352051316566e-05,5.942132818958391,45.865413126332655,1936.8898815100576,13483.479361373666,0.4177608750843236,0.4538680499471084,0.0004874768875243,0.0097548798564845,,1.0,,0.1024437994212963,cyclic
0x0e0f8e2728E1E68E8932884468E0ddF6AfeA8F37,0,0.0007739938080495,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2000.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1154,2,2000.0,0.0,0.0,7.492201039861352,14.07317112599388,5310.242634315425,17469.94399961194,0.4212308719793363,0.4176418790607702,0.0007926305555263,0.003190893863898,,1.0,,0.0013739413657407407,cyclic
0x0e134C57017c5DF3fEFa2e132DB4Ca16911575d8,0,0.0003869969040247,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,350.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2897,1,350.0,0.0,0.0,6.592336900241629,19.17046558247583,7195.344252675181,32585.73930725987,0.2296100331089244,0.3703063669739445,0.0003907564024553,0.0026768606160134,,,,,acyclic
0x0e15917FcE3652C42a7a0C35729284b54B5BA629,0,0.0007739938080495,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,500.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1923,2,500.0,1.0,0.0,4.659386375455018,20.012871743438385,2154.0359438377536,15437.67906776825,0.3725933856724794,0.4488066467496989,0.0006185923905106,0.006487254628877,,,,,acyclic
0x0e15cdF9d37E157Bea18bf461e28fe697Bbe90A1,0,0.0007739938080495,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,84.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1923,2,84.0,1.0,0.0,4.659386375455018,20.012871743438385,2154.0359438377536,15437.67906776825,0.3725933856724794,0.4488066467496989,0.0006185923905106,0.006487254628877,,,,,acyclic
0x0e1A24980290bEd7cD92Bd112e926c434c04236f,0,0.0003869969040247,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1228,1,400.0,0.0,0.0,4.814332247557004,14.206523856723049,3423.3501628664494,17055.351144043972,0.1155517708665604,0.2962606034014107,0.000320173490529,0.0022695356600047,,,,,acyclic
0x0e1A502580aE7E2f40eC94CDDeFcbcc7752CC9C6,0,0.001547987616099,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,639.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6666666666666666,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,384,4,639.0,0.6666666666666666,0.0,4.401041666666667,10.482889151829218,3762.7765104166665,22953.00698831775,0.3652473710052666,0.4389736396155658,0.0023972480338013,0.0125614526842365,,,,,acyclic
0x0e1c4ADc656eDd0CA4B2b961D0d2125BE33b0b99,0,0.0123839009287925,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,7970.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1149425287356321,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.000178319518535,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1357,32,7970.0,0.1149425287356321,0.0019866053292845,6.757553426676492,16.793980587709584,4280.634546794399,17786.613380988994,0.4452632972137468,0.4388346763061616,0.0012946196104281,0.0089079814088879,36.0,2.0,40.56949114660807,13.078198513721064,cyclic
0x0e230a0aDBBB6aD6423acC97Fc81f89BF353a504,0,0.0425696594427244,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,101363.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1355311355311355,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0015078071856226,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1228,109,98378.0,0.138755980861244,0.0192336077362943,4.814332247557004,14.206523856723049,3423.3501628664494,17055.351144043972,0.1155517708665604,0.2962606034014107,0.000320173490529,0.0022695356600047,1869.0,32.0,20.819100158894678,11.14532056866428,cyclic
0x0e2cfc831B6A917568bC5bCF7426Af9Ee12768d2,0,0.0003869969040247,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2897,1,400.0,0.0,0.0,6.592336900241629,19.17046558247583,7195.344252675181,32585.73930725987,0.2296100331089244,0.3703063669739445,0.0003907564024553,0.0026768606160134,,,,,acyclic
0x0e36e679F6737fb5FEb961c0F2346454013f4bAf,0,0.0011609907120743,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1147,3,440.0,1.0,0.0,5.743679163034002,17.701782126834274,2380.003487358326,10143.507753545398,0.4678691701954433,0.4623422753775169,0.001737500003239,0.0128019210839385,3.0,1.0,31.105839367164354,,cyclic
0x0e37B7165fD9f9df011162799963aA29BdffFc01,0,0.0746904024767801,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1938370.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1803774371806902,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.001116704753481,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1008,185,1856882.0,0.1952608794714057,0.0232739502778031,34.654761904761905,56.02317098604411,35958.47420634921,82309.0801823473,0.4190144057988976,0.3139338996057366,0.001586262363086,0.0104162131503995,3201.0,54.0,55.54769829073324,4.161361315039488,cyclic
0x0e3FC54f8B2Ab692733c3c54Caaa8BD04f9440f4,0,0.0007739938080495,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,428.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2897,2,428.0,1.0,0.0,6.592336900241629,19.17046558247583,7195.344252675181,32585.73930725987,0.2296100331089244,0.3703063669739445,0.0003907564024553,0.0026768606160134,,,,,acyclic
0x0e3cE671c82A2ef51Ff32aBcf4C1BCe2589391F1,0,0.0019349845201238,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2005.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,4.060789705918471e-05,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2499,4,1405.0,0.1666666666666666,0.0002789576474956,4.510604241696679,14.894779997434542,2100.224665866346,13485.484495579558,0.2490493125267865,0.3763440658084806,0.0004880876715648,0.0039032754047014,,,,,cyclic
0x0e3d53b098830F323723438dcE5eD9475023e426,0,0.0003869969040247,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,50.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,38,1,50.0,0.0,0.0,3.421052631578948,5.674178492497624,1322.6842105263158,2546.367960345418,0.3425689223057644,0.4514067616531511,0.0143235340603761,0.0425194680740344,,,,,acyclic
0x0e3eF88ab0b9f0e4b9284876B9633C4091E39af1,0,0.0007739938080495,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,66.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2662,2,66.0,1.0,0.0,6.225394440270473,29.968935208657484,2401.872381667919,15066.963380115323,0.5141160900391379,0.4600420089908119,0.0004838757154601,0.0059683377437353,,,,,acyclic
0x0e3fA139a103148061d5f4C3975e6aF1FC5fad87,0,0.0011609907120743,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,471.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,3629,3,471.0,1.0,0.0,5.942132818958391,45.865413126332655,1936.8898815100576,13483.479361373666,0.4177608750843236,0.4538680499471084,0.0004874768875243,0.0097548798564845,3.0,1.0,,0.0011592223611111112,cyclic
0x0e430F1b9582D66A29229f10BFc8827667f6F4b5,0,0.0007739938080495,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,100.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,384,2,100.0,0.0,0.0,4.401041666666667,10.482889151829218,3762.7765104166665,22953.00698831775,0.3652473710052666,0.4389736396155658,0.0023972480338013,0.0125614526842365,,1.0,,0.0015831663773148148,cyclic
0x0e43bAA14929D98a712b8772C3CE8E00E3f0FcAA,0,0.0007739938080495,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2973,2,400.0,1.0,0.0,4.842246888664649,19.429852898163546,1870.74128489741,12078.118271068706,0.3388477409985023,0.425584224538498,0.0004291220397167,0.0042054826140931,,,,,acyclic
0x0e47c6bb15Adfc661D46e3F79863A2Fb0ce1D828,0,0.0011609907120743,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,10010.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1.612790139130326e-05,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2897,3,10010.0,0.0,0.0001294144028091,6.592336900241629,19.17046558247583,7195.344252675181,32585.73930725987,0.2296100331089244,0.3703063669739445,0.0003907564024553,0.0026768606160134,,1.0,,53.91741851239584,cyclic
0x0e48955e645cd5F0f5C1f0648Ff43BE8F60DEEce,0,0.0007739938080495,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,105.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1154,2,105.0,1.0,0.0,7.492201039861352,14.07317112599388,5310.242634315425,17469.94399961194,0.4212308719793363,0.4176418790607702,0.0007926305555263,0.003190893863898,,,,,acyclic
0x0e4Df50ebffFD953e90940A1175f912C1459eA86,0,0.0003869969040247,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,350.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1059,1,350.0,0.0,0.0,4.572237960339943,12.338147760761483,1803.8318980169968,8780.367231625758,0.2928917965603501,0.4052778927100568,0.0010675782221108,0.0064964567589515,,,,,acyclic
